"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","EdgeCount","Indegree","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","Outdegree","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.7272727272727273","0.03292982038243021","0.5789473684210527","0.3833570412517781","38","3","38","27","false","IL22RA2","50.60526315789474","0","38","11","0","0.9853211009174312","false","0","IL22RA2","5614","0.6247563352826511"
"1.6756756756756757","0.03544539681811364","0.5967741935483871","0.39264264264264265","37","3","37","23","false","IL20RB","50.7027027027027","0","37","14","0","0.9851900393184796","false","0","IL20RB","5754","0.6259592926259593"
"1.5714285714285714","0.043876628424251926","0.6363636363636364","0.3942307692307692","40","3","40","14","false","IFNLR1","49.85","0","40","26","0","0.9858453473132371","false","0","IFNLR1","5743","0.6006024096385543"
"1.5116279069767442","0.047606648712714424","0.6615384615384615","0.40606060606060607","45","3","45","22","false","IL13RA1","49.75555555555555","0","45","23","0","0.9862385321100918","false","0","IL13RA1","6815","0.6142661179698217"
"1.5538461538461539","0.00999065249531196","0.6435643564356436","0.37936507936507935","36","3","36","5","false","IFNAR2","51.083333333333336","0","36","31","0","0.9855832241153343","false","0","IFNAR2","1186","0.6081349206349206"
"1.7619047619047619","0.054829186264328575","0.5675675675675675","0.34475806451612906","32","3","32","19","false","IL13RA2","49.21875","0","32","13","0","0.9840104849279161","false","0","IL13RA2","5710","0.6230221518987342"
"1.3114754098360655","0.05444876324957635","0.7625000000000001","0.37631027253668764","54","3","54","10","false","IFNGR1","47.907407407407405","0","54","44","0","0.9882044560943642","false","0","IFNGR1","6387","0.5570628768303187"
"1.4583333333333333","0.07291388847638501","0.6857142857142857","0.3987049028677151","47","3","47","20","false","IL12RB1","50.06382978723404","0","47","27","0","0.9882044560943642","false","0","IL12RB1","9892","0.5754463193934948"
"1.6153846153846154","0.04830712168289656","0.6190476190476191","0.3923076923076923","40","3","40","23","false","IL20RA","50.225","0","40","17","0","0.9855832241153343","false","0","IL20RA","6450","0.6200617283950617"
"1.5405405405405406","0.04791479797110595","0.6491228070175439","0.4028677150786309","47","3","47","28","false","IL21R","49.93617021276596","0","47","19","0","0.9867627785058978","false","0","IL21R","7682","0.6016406049730838"
